id,name,standard_price,list_price,Cost
__export__.product_template_117172_a3c7f379,A linguagem fascista (Carlos Piovezani; Emilio Gentile. Editora Hedra) [POL042030],"0,00","69,00",13.8
__export__.product_template_824_33bf5d0f,A loucura branca (Jaime Rocha. Editora Circuito) [ART044000],"0,00","50,00",10
__export__.product_template_124230_d99312b2,A mulher que virou tatu (Eliane Camargo; Anita Ekman. Editora Hedra) [FIC059000],"0,00","35,90",7.18
__export__.product_template_117510_871c1075,A noite não é eterna (Ana Cristina Silva. Editora Circuito) [FIC014000],"0,00","60,59",12.118
__export__.product_template_124298_d9a3d57a,A pequena prisão,"0,00","1,00",0.2
__export__.product_template_124297_fe09bc98,A pequena prisão,"0,00","1,00",0.2
__export__.product_template_122184_45353ac2,A sociedade de controle (Joyce Souza; Rodolfo Avelino; Sérgio Amadeu da Silveira. Editora Hedra) [POL066000],"0,00","59,90",11.98
__export__.product_template_124229_232ffc75,A terra uma só (Timóteo Verá Tupã Popygua; Anita Ekman. Editora Hedra) [FIC059000],"0,00","52,00",10.4
__export__.product_template_848_749ceefe,A Última folha e outros contos (O. Henry. Editora Hedra) [FIC029000],"0,00","54,05",10.81
__export__.product_template_124224_61807a17,A árvore dos cantos (Pajés Parahiteri; Anne Ballester. Editora Hedra) [FIC059000],"0,00","56,00",11.2
__export__.product_template_851_ea8fd74d,Adoecer (Hélia Correia. Editora Circuito) [ART044000],"0,00","50,00",10
__export__.product_template_853_b315298e,Americanismo e fordismo (Antonio Gramsci. Editora Hedra) [SOC041000],"0,00","45,00",9
__export__.product_template_854_01f0597e,Amores e outras imagens (Filóstrato. Editora Hedra) [PHI002000],"0,00","36,88",7.376
__export__.product_template_855_05b4fe0e,Anarquia pela educação (Élisée Reclus. Editora Hedra) [POL010000],"0,00","44,00",8.8
__export__.product_template_124408_7705c6b0,Anarquistas na América do Sul (Edson Passetti; Sílvio Gallo; Acácio Augusto. Editora Hedra) [POL042010],"0,00","89,90",17.98
__export__.product_template_857_c909873c,Anjos do universo (Einar Már Gudmundsson. Editora Hedra) [FIC029000],"0,00","72,92",14.584
__export__.product_template_113893_f4d21051,Antifa (Acácio Augusto; Marina Knup; Matheus Marestoni; Mark Bray; Camila Jourdan; Erick Rosa; Rodrigo Lobo Damasceno; Raphael Sanz; Alfredo Bonanno. Editora Hedra) [POL042010],"0,00","67,20",13.44
__export__.product_template_858_f117ab96,Antonio Carlos Barossi (Carlos Augusto Ferrata. Editora Hedra) [ART016020],"0,00","90,00",18
__export__.product_template_859_6918950f,Ao longo do rio (Alexandre Koji Shiguehara. Editora Hedra) [LIT004100],"0,00","48,00",9.6
__export__.product_template_861_037672c4,Apologia de Galileu (Tommaso Campanella. Editora Hedra) [PHI022000],"0,00","36,00",7.2
__export__.product_template_862_a29da5e0,Aqui tem coisa (Patativa do Assaré. Editora Hedra) [POE012000],"0,00","80,36",16.072
__export__.product_template_864_855e10db,Arcana coelestia e Apocalipsis revelata (Emanuel Swedenborg. Editora Hedra) [REL006400],"0,00","36,00",7.2
__export__.product_template_122262_82390aef,Arte contemporânea brasileira (1970–1999) (Ricardo Basbaum. Editora Circuito) [ART016020],"0,00","118,90",23.78
__export__.product_template_122261_f963508f,Arte contemporânea brasileira (2000–2020) (Renato Rezende. Editora Circuito) [ART025000],"0,00","148,90",29.78
__export__.product_template_124304_9b296f76,Artistas e seus livros (Iracema Barbosa. Editora Circuito) [ART009000],"0,00","45,00",9
__export__.product_template_124303_6386b16d,Aríete (Ricardo Vieira Lima. Editora Circuito) [POE000000],"0,00","79,90",15.98
__export__.product_template_867_7961cba8,As Bacantes (Eurípides. Editora Hedra) [PER011000],"0,00","55,00",11
__export__.product_template_108454_3bf13320,As artes do cover (Henrique Saidel. Editora Circuito) [ART037000],"0,00","55,00",11
__export__.product_template_117513_f9454aba,Asas de Saturno (Maria João Cantinho. Editora Circuito) [FIC027020],"0,00","59,88",11.976
__export__.product_template_122185_aba9b325,Ativismo digital hoje (Rosemary Segurado; Claudio Penteado; Sérgio Amadeu da Silveira. Editora Hedra) [SOC071000],"0,00","79,00",15.8
__export__.product_template_868_49cff82d,Até ano que vem em Jerusalém (Maria da Conceição Caleiro. Editora Circuito) [ART044000],"0,00","50,00",10
__export__.product_template_870_2bc25694,Auto da barca do Inferno (Gil Vicente. Editora Hedra) [DRA004040],"0,00","46,04",9.208
__export__.product_template_874_7585bdf4,Autobiografia de uma pulga (Stanislas de Rhodes. Editora Hedra) [FIC005060],"0,00","80,36",16.072
__export__.product_template_812415_dce8a6d6,"Awa rapea: caminhos dos Awá-Guajá (Uirá Garcia, Marina Magalhães. EdLab Press) [SMEDBH2023] (cópia)","0,00","69,90",13.98
__export__.product_template_877_af35ad8c,Ação e percepção nos processos educacionais do corpo em formação (Cecília Noriko Ito Saito. Editora Hedra) [EDU040000],"0,00","73,86",14.772
__export__.product_template_878_6d633eab,Balada dos enforcados e outros poemas (François Villon. Editora Hedra) [POE017000],"0,00","36,00",7.2
__export__.product_template_879_615d8a9b,Baleiazzzul (Sergio Zlotnic. Editora Hedra) [YAF036000],"0,00","54,00",10.8
__export__.product_template_812414_214275b0,Banguela (Aline Abreu. EdLab Press) [SMEDBH2023] (cópia),"0,00","57,90",11.58
__export__.product_template_124403_f650c2c7,Bianca natividade (Maria Dolores Wanderley. Editora Circuito) [FIC000000],"0,00","61,90",12.38
__export__.product_template_881_710fe25d,Bola de sebo e outros contos (Guy de Maupassant. Editora Hedra) [FIC029000],"0,00","60,34",12.068
__export__.product_template_812413_09227401,Bolotas e quadrados (Camila Werner. EdLab Press) [SMEDBH2023] (cópia),"0,00","53,00",10.6
__export__.product_template_882_535163a5,Bom crioulo (Adolfo Caminha; João Silvério Trevisan. Editora Hedra) [FIC049040],"0,00","61,48",12.296
__export__.product_template_114177_5cbf4a4b,"CAPITAL (SE) MOVE, O","0,00","7,00",1.4
__export__.product_template_114176_bc10d904,CARTA ABERTA AOS SECUNDARISTAS,"0,00","7,00",1.4
__export__.product_template_113502_4bf465e8,Cabalat shabat (Fabiana Gampel Grinberg. Ayllon) [POE008000],"0,00","32,00",6.4
__export__.product_template_884_8bb21519,Cabeças e outros poemas (Pedro Luis Marques de Armas. Editora Hedra) [POE012000],"0,00","51,76",10.352
__export__.product_template_812410_c8e4aeaa,Cada qual com seu gosto (Fabio Zimbres. Ayllon Editora) [SMEDBH2023] (cópia),"0,00","59,90",11.98
__export__.product_template_112395_8374f039,Café irlandês (Barbosa Lagos. Editora Circuito) [POE012000],"0,00","30,00",6
__export__.product_template_122263_abd4f4c7,Cantos dos animais primordiais (Ava Ñomoandyja Atanásio Teixeira; Izaque João. Editora Hedra) [ART041000],"0,00","59,00",11.8
__export__.product_template_889_835d5991,"Carmilla, a vampira de Karnstein (Sheridan Le Fanu. Editora Hedra) [FIC009070]","0,00","59,00",11.8
__export__.product_template_1311_94244a55,Ciclovia (Ulisses Garcez. Editora Hedra) [YAF010000],"0,00","23,00",4.6
__export__.product_template_895_f0d3a1db,Cidade ampliada (Rodrigo José Fermino. Editora Hedra) [SOC052000],"0,00","48,00",9.6
__export__.product_template_896_bf23af51,Cidade anônima (Beatriz Furtado. Editora Hedra) [SOC022000],"0,00","35,00",7
__export__.product_template_898_96106811,Cinco lugares da fúria (Pádua Fernandes. Editora Hedra) [POE012000],"0,00","37,00",7.4
__export__.product_template_112396_64e19ef4,Coisas que fiz e ninguém notou mas que mudaram tudo (Moisés Alves. Editora Circuito) [POE012000],"0,00","30,00",6
__export__.product_template_122181_35e342f0,Combo Foucault,"0,00","225,00",45
__export__.product_template_121515_8415c7cb,Combo Massumi,"0,00","110,00",22
__export__.product_template_122145_822b0f9e,Combo Mbembe,"0,00","305,00",61
__export__.product_template_121565_62ae871e,Combo PPP,"0,00","232,00",46.4
__export__.product_template_122106_1452f41f,Combo Pandemia Crítica - Outono e Inverno 2020,"0,00","170,00",34
__export__.product_template_120624_2597ebbd,Combo Zapatistas,"0,00","317,00",63.4
__export__.product_template_124359_78b03a9b,Combo Zapatistas,"0,00","50,00",10
__export__.product_template_124174_a98eef7a,Como derrotar o fascismo (Sergio Amadeu; Renato Rovai. Editora Hedra) [POL042030],"0,00","49,90",9.98
__export__.product_template_907_54a13ef1,Contos clássicos de vampiro [Bolso] (Lord Byron; Bram Stoker. Editora Hedra) [FIC027320],"0,00","91,22",18.244
__export__.product_template_909_939e23ce,Contos de Sebastopol (Liev Tolstói. Editora Hedra) [LCO014000],"0,00","59,00",11.8
__export__.product_template_910_5075faaf,"Contos de amor, de loucura e de morte (Horacio Quiroga; John O'Kuinghttons. Editora Hedra) [FIC029000]","0,00","88,36",17.672
__export__.product_template_911_d6e3c525,Contos de piratas (Arthur Conan Doyle. Editora Hedra) [FIC004000],"0,00","54,00",10.8
__export__.product_template_914_820beea2,Contos indianos (Stéphane Mallarmé. Editora Hedra) [FIC004000],"0,00","48,33",9.666
__export__.product_template_124406_4a9846dd,Controle consciente e construtivo do indivíduo (F. Matthias Alexander. Editora Circuito) [PSY000000],"0,00","80,00",16
__export__.product_template_114048_f6bfb60c,Conversas transversais com Yuri Firmeza (Cecília Bedê; André Parente; Julia Baker; Yuri Firmeza; Clarissa Diniz; Paulo Herkenhoff; Laura Castro; Cecília Bedê; Felipe Ferreira; Julia Debasse. Editora Circuito) [ART016020],"0,00","70,00",14
__export__.product_template_918_83d23b31,Cordel - F. das Chagas Batista (Francisco das Chagas Batista. Editora Hedra) [POE012000],"0,00","33,00",6.6
__export__.product_template_921_ccf6bdae,Cordel - José Soares (José Soares. Editora Hedra) [POE012000],"0,00","33,00",6.6
__export__.product_template_931_124d8738,Cordel : Raimundo Santa Helena (Raimundo Santa Helena. Editora Hedra) [POE012000],"0,00","47,18",9.436
__export__.product_template_937_bf94655e,Cordel : Zé Saldanha (Zé Saldanha. Editora Hedra) [POE012000],"0,00","54,62",10.924
__export__.product_template_917_24b07bbb,Cordel: Expedito Sebastião Da Silva (Expedito Sebastião. Editora Hedra) [POE012000],"0,00","61,48",12.296
__export__.product_template_920_2656ec26,Cordel: J. Borges (José Francisco Borges; Jeová Franklin. Editora Hedra) [POE012000],"0,00","56,62",11.324
__export__.product_template_923_17e17e53,Cordel: João Martins de Athayde (João Martins de Athayde. Editora Hedra) [POE012000],"0,00","75,78",15.156
__export__.product_template_924_6b794ec5,Cordel: Klévisson Viana (Klévisson Viana. Editora Hedra) [POE012000],"0,00","54,05",10.81
__export__.product_template_925_17d35ebb,Cordel: Manoel Caboclo (Manoel Caboclo. Editora Hedra) [POE012000],"0,00","59,76",11.952
__export__.product_template_122173_f0a0ddbe,Cordel: Oliveira de Panelas (Oliveira de Panelas. Editora Hedra) [POE012000],"0,00","58,90",11.78
__export__.product_template_929_0445cdda,Cordel: Patativa do Assaré (Patativa do Assaré. Editora Hedra) [POE012000],"0,00","49,00",9.8
__export__.product_template_932_234a4404,Cordel: Rodolfo Coelho Cavalcante (Coelho Cavalcante. Editora Hedra) [POE012000],"0,00","54,05",10.81
__export__.product_template_124234_93fbfbd9,Crônicas de caça e criação (Uirá Garcia. Editora Hedra) [SOC062000],"0,00","179,90",35.98
__export__.product_template_945_5f684730,Cultura estética e liberdade (Friedrich Von Schiller. Editora Hedra) [LCO011000],"0,00","65,48",13.096
__export__.product_template_947_7f570c70,Cálcio (Pádua Fernandes. Editora Hedra) [POE012000],"0,00","44,90",8.98
__export__.product_template_124147_f968c13d,Câmara escuro (Moacir Amâncio. Editora Hedra) [POE000000],"0,00","40,00",8
__export__.product_template_949_fb0b930b,Cão (Rafael Mantovani. Editora Hedra) [POE012000],"0,00","54,29",10.858
__export__.product_template_124233_6d41e8ce,Círculos de coca e fumaça (Danilo Paiva Ramos. Editora Hedra) [SOC062000],"0,00","149,90",29.98
__export__.product_template_120761_a3e8fa45,Democracia (1866–1869) (Luiz Gama; Bruno Rodrigues de Lima. Editora Hedra) [SOC054000],"0,00","159,00",31.8
__export__.product_template_958_6720df4d,Deriva (André Fernandes. Editora Hedra) [POE012000],"0,00","31,00",6.2
__export__.product_template_960_641211d9,Desenganos da vida humana e outros poemas (Gregório de Matos. Editora Hedra) [POE020000],"0,00","46,61",9.322
__export__.product_template_122208_f246d455,Desinformação e democracia (Rosemary Segurado. Editora Hedra) [POL050000],"0,00","59,90",11.98
__export__.product_template_961_0a143986,Deus e o Estado (Mikhail Bakunin. Editora Hedra) [POL042010],"0,00","49,90",9.98
__export__.product_template_962_c664afae,Dez poemas da vizinhança vazia (Iuri Pereira. Editora Hedra) [POE012000],"0,00","42,60",8.52
__export__.product_template_965_1fce8354,Dicionário livre do santome-português (Araújo & Hagemeijer. Editora Hedra) [REF008000],"0,00","60,00",12
__export__.product_template_966_2e66376f,Dilma Rousseff e o ódio político (Tales Sáber. Editora Hedra) [POL032000],"0,00","39,00",7.8
__export__.product_template_968_53c8dfb0,Discursos ímpios (Marquês de Sade. Editora Hedra) [PHI035000],"0,00","44,90",8.98
__export__.product_template_970_2b45b0b3,Diálogo imaginário entre Marx e Bakunin (Maurice Cranston. Editora Hedra) [FIC037000],"0,00","42,60",8.52
__export__.product_template_5729_90d53161,Diário de um escritor na Rússia (Flávio Ricardo Vassoler. Editora Hedra) [TRV023000],"0,00","103,81",20.762
__export__.product_template_20905_566a8ac5,Diário parisiense e outros escritos (Walter Benjamin; Carla Milani Damião; Pedro Hussak; Amon Pinho; Francisco Pinheiro Machado. Editora Hedra) [PHI016000],"0,00","79,00",15.8
__export__.product_template_124290_15b9ed3f,Diários de Adão e Eva (Livro do Estudante. EdLab Press) [PNLD2021],"0,00","11,72",2.344
__export__.product_template_124289_4aa43ab7,Diários de Adão e Eva (Manual do Professor. EdLab Press) [PNLD2021],"0,00","25,56",5.112
__export__.product_template_120343_f4173ee5,Diários de Vincent (Evando Nascimento. Editora Circuito) [ART016020],"0,00","139,00",27.8
__export__.product_template_973_de7a66ec,Do sentimento trágico da vida (Miguel de Unamuno. Editora Hedra) [PHI015000],"0,00","109,00",21.8
__export__.product_template_976_9528a9b6,Dostoiévski e a dialética (Flávio Ricardo Vassoler. Editora Hedra) [LIT004100],"0,00","139,84",27.968
__export__.product_template_112354_40b60e5d,Ecopolítica (Edson Passetti. Editora Hedra) [PHI035000],"0,00","172,90",34.58
__export__.product_template_979_8f1514b1,Educação e sociologia (Émile Durkheim. Editora Hedra) [EDU040000],"0,00","54,05",10.81
__export__.product_template_981_0488dc76,Elogio da loucura (Erasmo de Rotterdam. Editora Hedra) [PHI037000],"0,00","64,00",12.8
__export__.product_template_113562_8f8e2dd4,Em rota de fuga (Fábio Zuker; Waldomiro Mugrelise. Quadradocirculo) [SOC026000],"0,00","49,90",9.98
__export__.product_template_1043_79b59856,Entre camponeses (Errico Malatesta. Editora Hedra) [POL042010],"0,00","46,61",9.322
__export__.product_template_812408_9109b311,Esconde-esconde (Ayllon Editora) [SMEDBH2023] (cópia),"0,00","44,00",8.8
__export__.product_template_812409_8973a467,Esconde-esconde (Camila Werner. Ayllon Editora) [SMEDBH2023] (cópia),"0,00","55,00",11
__export__.product_template_112392_8ca0262e,Escrito e dirigido por Moisés Alves (Moisés Alves. Editora Circuito) [POE012000],"0,00","30,00",6
__export__.product_template_1047_897b9ec3,Escritos revolucionários (Errico Malatesta. Editora Hedra) [POL042010],"0,00","66,63",13.326
__export__.product_template_1048_a81665cf,Escritos sobre arte (Charles Baudelaire. Editora Hedra) [PHI001000],"0,00","51,00",10.2
__export__.product_template_114151_1f5c9ab4,Estamira: Fragmentos  de um Mundo em Abismo,"0,00","26,00",5.2
__export__.product_template_1058_7776fa44,Eu (Augusto dos Anjos. Editora Hedra) [POE012000],"0,00","68,92",13.784
__export__.product_template_1059_fca1790a,Eu acuso! / O processo do capitão Dreyfus (Émile Zola; Rui Barbosa. Editora Hedra) [LCO018000],"0,00","44,32",8.864
__export__.product_template_1060_55a7a208,Eu conheci Benny Moré (Félix Contreras. Editora Hedra) [BIO004000],"0,00","43,00",8.6
__export__.product_template_124291_5fec8d7d,Eu tudoamo: antologia de poemas (Livro do Estudante. Editora Circuito) [PNLD2021],"0,00","21,50",4.3
__export__.product_template_124292_7bd44a60,Eu tudoamo: antologia de poemas (Manual do Professor. Editora Circuito) [PNLD2021],"0,00","38,11",7.622
__export__.product_template_1061_4d6ca517,Exato acidente (Tony Monti. Editora Hedra) [FIC029000],"0,00","37,00",7.4
__export__.product_template_49128_3647aa6b,Experimentum linguae (Giorgio Agamben; Cláudio Oliveira. Editora Circuito) [PHI038000],"0,00","70,00",14
__export__.product_template_1064_f63850b0,Feitiço de amor e outros contos (Johann Ludwig Tieck. Editora Hedra) [FIC029000],"0,00","74,64",14.928
__export__.product_template_1065_ef5ef021,"Filadélfia, lá vou eu! (Brian Friel. Editora Hedra) [DRA003000]","0,00","53,48",10.696
__export__.product_template_113513_06f1f130,Filosofia Black Bloc (Murilo Duarte Costa Correa. Editora Circuito) [POL042010],"0,00","61,48",12.296
__export__.product_template_112389_b5fd4356,Fim do Infante (Marina Marcondes Machado. Editora Circuito) [PER000000],"0,00","40,00",8
__export__.product_template_812411_c535b007,Fim dos insetos (Lucas-K. Ayllon Editora) [SMEDBH2023] (cópia),"0,00","68,00",13.6
__export__.product_template_122271_508f3272,Folia carioca (Renato Rezende; Juliana de Moraes Monteiro. Editora Circuito) [ART009000],"0,00","50,00",10
__export__.product_template_122196_4530e312,Fotografia e pintura como imagens em confluência (Mauricius Martins Farina. Editora Circuito) [ART009000],"0,00","49,00",9.8
__export__.product_template_112394_14201972,Frestas (André Gardel. Editora Circuito) [FIC056000],"0,00","40,00",8
__export__.product_template_112357_494b5a6b,Freud e o patriarcado (Léa Silveira; Alessandra Martins Parente; Pedro Ambra; Janaína Namba; Stephen Frosh; Aline De Souza Martins; Lívia Santiago Moreira; Marita Vyrgioti; Filipe Ceppas; Julia Fatio Vasconcelos; Manuela Borghi Crissiuma; Mariana Facanali Angelini; Renata de Lima Conde; Ana Carolina Minozzo; Marcelo Amorim Checchia; Paula Peron; Jacqueline Rose; Beatriz Santos; Virginia Helena Ferreira da Costa; Rafael Kalaf Cossi. Editora Hedra) [PSY026000],"0,00","149,00",29.8
__export__.product_template_1076_501401b4,Fé e saber (G.W. Friedrich Hegel. Editora Hedra) [PHI016000],"0,00","65,48",13.096
__export__.product_template_114160_a895202b,GLOSSARIO DO HOMEM ENDIVIDADO,"0,00","5,00",1
__export__.product_template_1078_a50ccaee,Gente de Hemsö (August Strindberg. Editora Hedra) [FIC004000],"0,00","74,64",14.928
__export__.product_template_1080_38acb367,Graciliano Ramos e A Novidade (Ieda Lebensztayn. Editora Hedra) [LIT004100],"0,00","78,00",15.6
__export__.product_template_114179_d3b1a5a8,"HORA DA MICROPOLÍTICA, A","0,00","5,00",1
__export__.product_template_1082_64c2aa0f,Habitar (André Fernandes. Editora Hedra) [POE012000],"0,00","39,00",7.8
__export__.product_template_114049_c6fede1c,Habitações de toda viagem (Guilherme Delgado. Editora Circuito) [POE012000],"0,00","30,00",6
__export__.product_template_120342_63d467bc,Hino a Afrodite e outros poemas (Bilíngue) (Safo de Lesbos; Giuliana Ragusa. Editora Hedra) [POE008000],"0,00","64,00",12.8
__export__.product_template_114158_a07179e6,História da província de Santa Cruz (Pero de Magalhães Gandavo; Ricardo Valle; Ieda Lebensztayn. Editora Hedra) [HIS033000],"0,00","69,28",13.856
__export__.product_template_1091_0e6873e2,História do boi misterioso (Leandro Gomes de Barros; Irani Med. Editora Hedra) [POE012000],"0,00","41,00",8.2
__export__.product_template_1092_876ec1b6,"Histórias com dragões, príncipes e serpentes (Vários. Editora Hedra) [FIC009040]","0,00","49,47",9.894
__export__.product_template_114175_4d6d5d53,"INTOLERÁVEL, O + ESCUTA EM TRANSE","0,00","10,00",2
__export__.product_template_114178_948da542,"INVOLUNTÁRIOS DA PÁTRIA, OS","0,00","5,00",1
__export__.product_template_1097_04bd70fe,Icterofagia (Dirceu Villa),"0,00","45,90",9.18
__export__.product_template_1101_b68e8946,Imagem contemporânea I (Beatriz Furtado. Editora Hedra) [ART009000],"0,00","65,00",13
__export__.product_template_117512_094b53da,Impunidade (H. G. Cancela. Editora Circuito) [FIC048000],"0,00","81,55",16.31
__export__.product_template_1105_30765098,Inferno (August Strindberg. Editora Hedra) [FIC025000],"0,00","82,07",16.414
__export__.product_template_1106_191c99f5,Inspiração nordestina (Patativa do Assaré. Editora Hedra) [POE012000],"0,00","115,82",23.164
__export__.product_template_113514_4126be69,Introdução à Soma (João da Mata. Editora Circuito) [PSY028000],"0,00","49,90",9.98
__export__.product_template_1107_c1cc0463,Investigação sobre o entendimento humano (David Hume. Editora Hedra) [PHI041000],"0,00","78,64",15.728
__export__.product_template_1108_525e2ba8,Iracema (José de Alencar; Tâmis Parron. Editora Hedra) [FIC004000],"0,00","72,35",14.47
__export__.product_template_1109_ed9460e8,Ispinho e Fulô (Patativa do Assaré. Editora Hedra) [POE012000],"0,00","103,81",20.762
__export__.product_template_812416_d0cb302d,Janelas (Eloar Guazzelli. EdLab Press) [SMEDBH2023] (cópia),"0,00","125,00",25
__export__.product_template_1110_d01ab6fa,Jerusalém (William Blake. Editora Hedra) [POE005020],"0,00","95,23",19.046
__export__.product_template_1111_53caafcc,Joana d'Arc (Jules Michelet. Editora Hedra) [HIS013000],"0,00","57,48",11.496
__export__.product_template_124270_d77f0cdc,Labirintos do fascismo: Do racismo democrático ao racismo fascista (João Bernardo. Editora Hedra) [POL042030],"0,00","99,90",19.98
__export__.product_template_124269_8b11c05c,Labirintos do fascismo: Entre o nacional e o social (João Bernardo. Editora Hedra) [POL042030],"0,00","109,90",21.98
__export__.product_template_124271_104aadc9,Labirintos do fascismo: Fascismo como arte (João Bernardo. Editora Hedra) [POL042030],"0,00","68,00",13.6
__export__.product_template_124272_07d1633f,Labirintos do fascismo: Metamorfoses do fascismo (João Bernardo. Editora Hedra) [POL042030],"0,00","89,90",17.98
__export__.product_template_124266_f7a346d0,Labirintos do fascismo: Teia dos fascismos (João Bernardo. Editora Hedra) [POL042030],"0,00","169,90",33.98
__export__.product_template_124268_85307c20,Labirintos do fascismo: Uma política sem economia? (João Bernardo. Editora Hedra) [POL042030],"0,00","87,90",17.58
__export__.product_template_1112_0d2af1e8,Lampião... Era o cavalo do tempo atrás da besta da vida (Antônio Klévisson Viana. Editora Hedra) [CGN010000],"0,00","54,00",10.8
__export__.product_template_120760_a1ccfdd7,Liberdade (1880–1882) (Luiz Gama; Bruno Rodrigues de Lima. Editora Hedra) [SOC054000],"0,00","139,00",27.8
__export__.product_template_1118_b07d76e2,Lisístrata (Aristófanes. Editora Hedra) [DRA006000],"0,00","46,61",9.322
